CALLE,ALT PLANO,DIRECCION,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen
DIAZ VELEZ AV.,"4784",4784 DIAZ VELEZ AV.,-58.4341717,-34.6088326,"6",CABALLITO,"15",V,"119",I,,,,,,,,
DIAZ VELEZ AV.,"4772",4772 DIAZ VELEZ AV.,-58.4342032,-34.6088323,"6",CABALLITO,"105",V,"146",V,,,,,,,,
OLIVERA AV.,"164",164 OLIVERA AV.,-58.4869376,-34.637301,"10",VELEZ SARFIELD,"49",V,"92",V,,,,,,,,
OLIVERA AV.,"146",146 OLIVERA AV.,-58.4869859,-34.6371008,"10",VELEZ SARFIELD,"5",I,,,,,,,,,,
OLIVERA AV.,"106",106 OLIVERA AV.,-58.487146,-34.636695,"10",VELEZ SARFIELD,"107",I,"182",I,,,,,,,,
LACARRA AV.,"24",24 LACARRA,-58.4871288,-34.6355576,"10",VELEZ SARFIELD,"49",V,,,,,,,,,,
CNEL. RAMON LORENZO FALCON,"4310","4310 FALCON, RAMON L.,CNEL.",-58.4875178,-34.6366352,"10",VELEZ SARFIELD,"92",I,,,,,,,,,,
PATRICIAS ARGENTINAS AV.,"302",302 PATRICIAS ARGENTINAS AV.,-58.4339997,-34.6049934,"6",CABALLITO,"145",I,"65",V,,,,,,,,
OLIVERA AV.,"37",37 OLIVERA AV.,-58.4875733,-34.6357665,"10",VELEZ SARFIELD,"107",V,,,,,,,,,,
OLIVERA AV.,"139",139 OLIVERA AV.,-58.4872094,-34.6370186,"10",VELEZ SARFIELD,"5",V,"46",V,"182",V,,,,,,
OLIVERA AV.,"193",193 OLIVERA AV.,-58.4870102,-34.6376717,"10",VELEZ SARFIELD,"49",I,,,,,,,,,,
PATRICIAS ARGENTINAS AV.,"390",390 PATRICIAS ARGENTINAS AV.,-58.437195,-34.6082023,"6",CABALLITO,"55",,"105",I,"146",I,,,,,,
OLIVERA AV.,"371",371 OLIVERA AV.,-58.4862905,-34.6400407,"10",VELEZ SARFIELD,"46",V,"49",I,,,,,,,,
MANUEL RICARDO TRELLES,"2502","2502 TRELLES, MANUEL R. AV.",-58.4666051,-34.5997289,"15",PATERNAL,"44",V,"63",I,,,,,,,,
OLIVERA AV.,"391",391 OLIVERA AV.,-58.4862187,-34.640269,"10",VELEZ SARFIELD,"5",V,"107",V,,,,,,,,
DIAZ VELEZ AV.,"4821","4821 VELEZ, DIAZ AV.",-58.4350476,-34.6085403,"6",CABALLITO,"145",I,,,,,,,,,,
OLIVERA AV.,"617",617 OLIVERA AV.,-58.4849505,-34.6444083,"9",PARQUE AVELLANEDA,"46",V,,,,,,,,,,
PATRICIAS ARGENTINAS AV.,"8",8 PATRICIAS ARGENTINAS AV.,-58.4348782,-34.6085986,"6",CABALLITO,"105",I,"146",I,,,,,,,,
PATRICIAS ARGENTINAS AV.,"51",51 PATRICIAS ARGENTINAS AV.,-58.4333246,-34.6082544,"6",CABALLITO,"15",I,"119",V,,,,,,,,
PATRICIAS ARGENTINAS AV.,"75","75 PATRICIAS ARGENTINAS, AV.",-58.4333606,-34.6082573,"6",CABALLITO,"145",V,"65",I,,,,,,,,
PATRICIAS ARGENTINAS AV.,"171",171 PATRICIAS ARGENTINAS AV.,-58.4325927,-34.6069063,"6",CABALLITO,"15",I,,,,,,,,,,
PATRICIAS ARGENTINAS AV.,"277",277 Patricias Argentinas Av.,-58.4327878,-34.6059535,"6",CABALLITO,"145",V,,,,,,,,,,
PATRICIAS ARGENTINAS AV.,"311",311 PATRICIAS ARGENTINAS AV.,-58.4337184,-34.6048827,"6",CABALLITO,"65",I,,,,,,,,,,
PATRICIAS ARGENTINAS AV.,"295",295 PATRICIAS ARGENTINAS AV.,-58.4335394,-34.605062,"6",CABALLITO,"15",I,"119",V,,,,,,,,
PATRICIAS ARGENTINAS AV.,"467",467 PATRICIAS ARGENTINAS AV.,-58.4359071,-34.6042774,"6",CABALLITO,"15",I,"65",I,,,,,,,,
PATRICIAS ARGENTINAS AV.,"417",417 PATRICIAS ARGENTINAS AV.,-58.4358944,-34.6042284,"6",CABALLITO,"119",V,,,,,,,,,,
DEL CAMPO AV.,"1127","1127 DEL CAMPO, AV.",-58.4652355,-34.591673,"15",CHACARITA,"47",V,"63",V,,,,,,,,
DEL CAMPO AV.,"1081",1081 DEL CAMPO AV.,-58.4649154,-34.5920331,"15",PATERNAL,"44",V,,,,,,,,,,
ELCANO AV.,"4602",4602 ELCANO AV.,-58.4659392,-34.5901239,"15",CHACARITA,"78",V,"111",V,"123",V,,,,,,
ELCANO AV.,"4620","4620 ELCANO, AV.",-58.465771,-34.5899706,"15",CHACARITA,"47",V,,,,,,,,,,
ELCANO AV.,"4404",4404 ELCANO AV.,-58.462538,-34.5869093,"15",CHACARITA,"78",V,"111",V,"123",V,,,,,,
ELCANO AV.,"4402",4402 ELCANO AV.,-58.4628857,-34.5871975,"15",CHACARITA,"44",I,"47",V,"63",V,,,,,,
ELCANO AV.,"4244",4244 ELCANO AV.,-58.4605925,-34.585808,"15",CHACARITA,"44",,"63",,,,,,,,,
LEOPOLDO MARECHAL,"1006","1006 MARECHAL, LEOPOLDO",-58.4391674,-34.6058389,"6",CABALLITO,"145",I,,,,,,,,,,
GUZMAN AV.,"1078",1078 GUZMAN AV.,-58.4596693,-34.5858312,"15",CHACARITA,"127",V,,,,,,,,,,
GUZMAN AV.,"978",978 GUZMAN AV.,-58.45797,-34.586413,"15",CHACARITA,"44",I,"63",V,,,,,,,,
GUZMAN AV.,"852",852 GUZMAN AV.,-58.457124,-34.586699,"15",CHACARITA,"47",V,"127",V,,,,,,,,
GUZMAN AV.,"1068",1068 GUZMAN AV.,-58.457583,-34.586537,"15",CHACARITA,"111",V,"127",V,,,,,,,,
LEOPOLDO MARECHAL,"810","810 MARECHAL, LEOPOLDO",-58.4374343,-34.6083272,"6",CABALLITO,"15",V,"119",I,,,,,,,,
GUZMAN AV.,"950",950 GUZMAN AV,-58.4573448,-34.5866245,"15",CHACARITA,"78",V,,,,,,,,,,
CAMPICHUELO,"697",697 CAMPICHUELO,-58.4359238,-34.6092758,"6",CABALLITO,"15",I,"119",V,,,,,,,,
CAMPICHUELO,"687",687 CAMPICHUELO,-58.4359367,-34.6092246,"6",CABALLITO,"65",I,,,,,,,,,,
CORRIENTES AV.,"6710",6710 CORRIENTES AV.,-58.452065,-34.5885932,"15",CHACARITA,"87",I,"127",V,,,,,,,,
CORRIENTES AV.,"6650",6650 CORRIENTES AV.,-58.4522013,-34.5885226,"15",CHACARITA,"19",V,"71",V,"87",V,,,,,,
CORRIENTES AV.,"6630",6630 CORRIENTES AV.,-58.4517353,-34.5887224,"15",CHACARITA,"76",V,"93",I,"90",V,,,,,,
CAMPICHUELO,"363",363 CAMPICHUELO,-58.434571,-34.6129598,"6",CABALLITO,"65",I,,,,,,,,,,
CORRIENTES AV.,"6640",6640 CORRIENTES AV.,-58.4518821,-34.588672,"15",CHACARITA,"42",V,"65",,"108",,,,,,,
CORRIENTES AV.,"6687",6687 CORRIENTES AV.,-58.4522968,-34.5879815,"15",CHACARITA,"47",V,,,,,,,,,,
RIO DE JANEIRO,"24",24 RIO DE JANEIRO,-58.4301029,-34.6151402,"6",CABALLITO,"15",V,"65",,,,,,,,,
RIO DE JANEIRO,"584",584 RIO DE JANEIRO,-58.4304982,-34.6091951,"6",CABALLITO,"15",V,"119",I,,,,,,,,
TTE. GRAL. ALVAREZ DONATO AV.,"410","410 ALVAREZ, DONATO, TTE. GRAL.",-58.4562401,-34.6210058,"7",FLORES,"44",V,"76",V,,,,,,,,
THAMES,"526",526 THAMES,-58.4431592,-34.5952345,"15",VILLA CRESPO,"55",I,,,,,,,,,,
MENDEZ DE ANDES,"1728",1728 MENDEZ DE ANDES,-58.4574024,-34.6188363,"7",FLORES,"44",V,"76",V,,,,,,,,
TTE. GRAL. ALVAREZ DONATO AV.,"895","895 ALVAREZ, DONATO, TTE. GRAL.",-58.4582759,-34.6162285,"6",CABALLITO,"76",I,,,,,,,,,,
TTE. GRAL. ALVAREZ DONATO AV.,"847","847 ALVAREZ, DONATO, TTE. GRAL.",-58.4583109,-34.6161299,"6",CABALLITO,"44",I,"181",I,,,,,,,,
SERRANO,"885",885 SERRANO,-58.4379166,-34.593649,"15",VILLA CRESPO,"55",V,,,,,,,,,,
NAZCA AV.,"3218",3218 NAZCA AV,-58.4918013,-34.5990842,"11",VILLA DEL PARQUE,"110",V,,,,,,,,,,
SERRANO,"1185",1185 SERRANO,-58.4345945,-34.5916584,"15",VILLA CRESPO,"55",V,,,,,,,,,,
TTE. GRAL. ALVAREZ DONATO AV.,"1385","1385 ALVAREZ, DONATO, TTE. GRAL.",-58.4609018,-34.6108487,"6",CABALLITO,"44",I,,,,,,,,,,
TTE. GRAL. ALVAREZ DONATO AV.,"1687","1687 ALVAREZ, DONATO, TTE. GRAL.",-58.4625182,-34.6075629,"6",CABALLITO,"44",I,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"1068","1068 SCALABRINI ORTIZ, RAUL AV.",-58.4304631,-34.5944724,"15",VILLA CRESPO,"106",V,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"1062","1028 SCALABRINI ORTIZ, RAUL AV.",-58.4309172,-34.59477,"15",VILLA CRESPO,"57",I,"110",I,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"1016","1016 SCALABRINI ORTIZ, RAUL AV.",-58.4310978,-34.5948561,"15",VILLA CRESPO,"15",V,"145",I,,,,,,,,
NAZCA AV.,"2338",2338 NAZCA AV.,-58.484099,-34.608565,"11",VILLA DEL PARQUE,"84",V,"124",V,,,,,,,,
NAZCA AV.,"2304",2304 NAZCA AV.,-58.4837048,-34.6087057,"11",VILLA DEL PARQUE,"110",V,"134",I,,,,,,,,
JUAN B. JUSTO AV.,"4371",4371 JUAN B. JUSTO AV.,-58.4625547,-34.60713,"11",VILLA GRAL MITRE,"34",I,"110",I,"166",I,,,,,,
NAZCA AV.,"2144",2144 NAZCA AV.,-58.4827706,-34.6098742,"11",VILLA SANTA RITA,"63",I,"133",V,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"740",740 RAUL SCALABRINI ORTIZ AV.,-58.4340596,-34.5968081,"15",VILLA CRESPO,"106",V,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"708","708 SCALABRINI ORTIZ, RAUL AV.",-58.4342814,-34.5968952,"15",VILLA CRESPO,"15",,"110",I,"145",I,,,,,,
NAZCA AV.,"2106",2106 NAZCA AV.,-58.4825266,-34.6102501,"11",VILLA SANTA RITA,"84",V,"124",V,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"769","769 SCALABRINI ORTIZ, RAUL AV.",-58.4335707,-34.5966572,"15",VILLA CRESPO,"15",I,"106",I,"145",V,,,,,,
NAZCA AV.,"1822",1822 NAZCA AV.,-58.4801903,-34.6131122,"11",VILLA SANTA RITA,"63",I,"133",V,,,,,,,,
NAZCA AV.,"1808",1808 NAZCA AV.,-58.48012,-34.613432,"11",VILLA SANTA RITA,"124",V,"134",I,,,,,,,,
NAZCA AV.,"2126",2126 NAZCA AV.,-58.4825328,-34.6101736,"11",VILLA SANTA RITA,"110",V,"134",I,,,,,,,,
NAZCA AV.,"1862",1862 NAZCA AV.,-58.4803826,-34.6128733,"11",VILLA SANTA RITA,"84",V,"110",V,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"1073",1073 RAUL SCALABRINI ORTIZ AV.,-58.4301881,-34.5944078,"15",VILLA CRESPO,"106",I,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"1079","1079 SCALABRINI ORTIZ, RAUL AV.",-58.430336,-34.5945871,"15",VILLA CRESPO,"15",I,"145",V,,,,,,,,
CARRASCO,"293",293 CARRASCO AV.,-58.4898962,-34.633361,"10",VELEZ SARFIELD,"107",I,,,,,,,,,,
CARRASCO,"487",487 CARRASCO AV.,-58.4920194,-34.6316699,"10",VELEZ SARFIELD,"107",I,,,,,,,,,,
CARRASCO,"691",691 CARRASCO AV.,-58.4943441,-34.629829,"10",VELEZ SARFIELD,"107",I,,,,,,,,,,
NAZCA AV.,"1424",1424 NAZCA AV.,-58.4770468,-34.6171914,"11",VILLA SANTA RITA,"84",V,"124",V,,,,,,,,
SAN MARTIN AV.,"1552",1552 SAN MARTIN AV.,-58.4514752,-34.6063921,"6",CABALLITO,"24",I,"57",V,,,,,,,,
NAZCA AV.,"1412",1412 NAZCA AV.,-58.4768295,-34.6173476,"11",VILLA SANTA RITA,"63",I,"133",,"134",,,,,,,
CORDOBA AV.,"4575",4575 CORDOBA AVE,-58.4294367,-34.5945801,"14",PALERMO,"151",I,"168",I,,,,,,,,
SAN MARTIN AV.,"1516",1516 SAN MARTIN AV.,-58.451203,-34.6064611,"6",CABALLITO,"110",V,"135",I,,,,,,,,
MORON,"4614",4614 MORON,-58.4937487,-34.6306316,"10",VELEZ SARFIELD,"181",V,,,,,,,,,,
NAZCA AV.,"1146",1146 NAZCA AV.,-58.4746384,-34.6200459,"11",VILLA SANTA RITA,"53",,"133",V,"134",,,,,,,
SAN MARTIN AV.,"1334",1334 SAN MARTIN AV.,-58.4480468,-34.6070476,"15",VILLA CRESPO,"135",I,,,,,,,,,,
MORON,"4216",4216 MORON,-58.4893559,-34.6285635,"10",VELEZ SARFIELD,"181",V,,,,,,,,,,
NAZCA AV.,"1128",1128 NAZCA AV.,-58.4744439,-34.6203403,"11",VILLA SANTA RITA,"63",I,"84",V,,,,,,,,
SAN MARTIN AV.,"1508",1508 SAN MARTIN AV.,-58.4511089,-34.6064851,"6",CABALLITO,"105",V,"146",V,,,,,,,,
NAZCA AV.,"1277",1277 NAZCA AV.,-58.4756782,-34.6185041,"11",VILLA SANTA RITA,"63",V,"133",I,,,,,,,,
NAZCA AV.,"1297",1297 NAZCA AV.,-58.4757071,-34.6184802,"11",VILLA SANTA RITA,"134",V,,,,,,,,,,
NAZCA AV.,"1355",1355 NAZCA AV.,-58.4763125,-34.6176814,"11",VILLA SANTA RITA,"84",I,"124",I,,,,,,,,
DIAZ VELEZ AV.,"5476",5476 DIAZ VELEZ AV.,-58.4432608,-34.6081865,"6",CABALLITO,"92",V,"135",I,,,,,,,,
NAZCA AV.,"1569",1569 NAZCA AV.,-58.4777988,-34.615803,"11",VILLA SANTA RITA,"84",I,"124",I,,,,,,,,
DIAZ VELEZ AV.,"5402",5402 DIAZ VELEZ AV.,-58.4429951,-34.6082088,"6",CABALLITO,"105",V,"146",V,,,,,,,,
NAZCA AV.,"1587",1587 NAZCA AV.,-58.4778626,-34.6156021,"11",VILLA SANTA RITA,"134",V,,,,,,,,,,
NAZCA AV.,"1583",1583 NAZCA AV.,-58.4780064,-34.6155373,"11",VILLA SANTA RITA,"63",V,"133",I,,,,,,,,
NAZCA AV.,"1763",1763 NAZCA AV.,-58.4793839,-34.6138087,"11",VILLA SANTA RITA,"63",V,"133",I,,,,,,,,
NAZCA AV.,"1777",1777 NAZCA AV.,-58.4793028,-34.6138488,"11",VILLA SANTA RITA,"134",V,,,,,,,,,,
NAZCA AV.,"1789",1789 NAZCA AV.,-58.4795886,-34.6135553,"11",VILLA SANTA RITA,"84",I,"124",I,,,,,,,,
SEGUROLA AV.,"818",818 SEGUROLA AV.,-58.4906225,-34.6274509,"10",VELEZ SARFIELD,"99",I,"172",V,,,,,,,,
NAZCA AV.,"2277",2277 NAZCA AV.,-58.4831843,-34.6090413,"11",VILLA SANTA RITA,"84",,"124",I,,,,,,,,
NAZCA AV.,"2283",2283 NAZCA AV.,-58.4831976,-34.6090282,"11",VILLA SANTA RITA,"63",V,,,,,,,,,,
SEGUROLA AV.,"632",632 SEGUROLA AV.,-58.4886136,-34.6290522,"10",VELEZ SARFIELD,"99",I,"172",V,,,,,,,,
SEGUROLA AV.,"610",610 SEGUROLA AV.,-58.4884003,-34.6292175,"10",VELEZ SARFIELD,"85",V,"114",I,,,,,,,,
NAZCA AV.,"2475",2475 NAZCA AV.,-58.4848679,-34.6071339,"11",VILLA DEL PARQUE,"84",I,"134",V,,,,,,,,
JORGE NEWBERY AV.,"4318","4318 NEWBERY, JORGE AV.",-58.4533727,-34.5912156,"15",CHACARITA,"47",V,"119",V,,,,,,,,
NAZCA AV.,"2235",2235 NAZCA AV.,-58.4830656,-34.6091818,"11",VILLA SANTA RITA,"110",I,"134",V,,,,,,,,
SANABRIA,"871",871 SANABRIA,-58.4892628,-34.6268289,"10",FLORESTA,"85",I,"114",V,,,,,,,,
BAHIA BLANCA,"887",887 BAHIA BLANCA,-58.4844262,-34.624833,"10",FLORESTA,"53",I,,,,,,,,,,
NAZCA AV.,"2791",2791 NAZCA AV.,-58.4877822,-34.6038487,"11",VILLA DEL PARQUE,"110",I,,,,,,,,,,
NAZCA AV.,"2981",2981 NAZCA AV.,-58.4895292,-34.6018152,"11",VILLA DEL PARQUE,"110",I,,,,,,,,,,
GAONA AV.,"4953",4953 GAONA AV.,-58.4927572,-34.6287023,"10",VELEZ SARFIELD,"99",V,"172",I,,,,,,,,
JORGE NEWBERY AV.,"4320","4320 NEWBERY, JORGE AV.",-58.4534056,-34.5912134,"15",CHACARITA,"87",I,,,,,,,,,,
NAZCA AV.,"2495",2495 NAZCA AV.,-58.4849724,-34.6069792,"11",VILLA DEL PARQUE,"110",I,"124",I,,,,,,,,
CARRASCO,"516",515 CARRASCO AV.,-58.4925678,-34.631392,"10",VELEZ SARFIELD,"107",V,,,,,,,,,,
JORGE NEWBERY AV.,"4506","4506 NEWBERY, JORGE AV.",-58.4550682,-34.5928466,"15",CHACARITA,"47",V,"119",V,,,,,,,,
NAZCA AV.,"3185",3185 NAZCA AV.,-58.4912645,-34.5993008,"11",VILLA DEL PARQUE,"110",I,,,,,,,,,,
CARRASCO,"267",267 CARRASCO,-58.489611,-34.6337134,"10",VELEZ SARFIELD,"107",V,,,,,,,,,,
ACOYTE AV.,"818",818 ACOYTE,-58.4400659,-34.60861,"6",CABALLITO,"124",V,,,,,,,,,,
NAZCA AV.,"3377",3377 NAZCA AV.,-58.4924605,-34.5976505,"11",VILLA DEL PARQUE,"110",I,,,,,,,,,,
ACOYTE AV.,"883",883 ACOYTE AV.,-58.4400666,-34.6079694,"6",CABALLITO,"92",V,"99",I,,,,,,,,
ACOYTE AV.,"1073",1073 ACOYTE,-58.4400805,-34.6062713,"6",CABALLITO,"145",V,,,,,,,,,,
ACOYTE AV.,"1091",1091 ACOYTE,-58.4400458,-34.6060117,"6",CABALLITO,"42",I,"124",V,,,,,,,,
MERCEDES,"695",695 MERCEDES,-58.4862934,-34.6267603,"10",FLORESTA,"85",I,"114",V,,,,,,,,
JORGE NEWBERY AV.,"4712","4712 NEWBERY, JORGE AV.",-58.4568771,-34.5945333,"15",CHACARITA,"47",V,"119",V,,,,,,,,
JORGE NEWBERY AV.,"4695","4695 NEWBERY, JORGE AV.",-58.4567899,-34.5942157,"15",CHACARITA,"47",I,"119",I,,,,,,,,
JUAN B. AMBROSETTI,"816","816 AMBROSETTI, JUAN B.",-58.4387678,-34.6085562,"6",CABALLITO,"55",I,,,,,,,,,,
CONCORDIA,"789",789 CONCORDIA,-58.4795923,-34.623594,"10",FLORESTA,"25",I,,,,,,,,,,
JORGE NEWBERY AV.,"4489","4489 NEWBERY, JORGE AV.",-58.4548697,-34.5924678,"15",CHACARITA,"47",I,"119",I,,,,,,,,
DIAZ VELEZ AV.,"5048",5048 DIAZ VELEZ AV.,-58.4379377,-34.6088752,"6",CABALLITO,"145",V,"55",V,,,,,,,,
DR. JUAN FELIPE ARANGUREN,"3695","3695 ARANGUREN, JUAN F., DR.",-58.4812762,-34.6275473,"10",FLORESTA,"172",I,,,,,,,,,,
DIAZ VELEZ AV.,"5038",5038 DIAZ VELEZ AV.,-58.4381192,-34.6088738,"6",CABALLITO,"105",V,"146",V,,,,,,,,
JORGE NEWBERY AV.,"4299",NEWBERY 4299,-58.4530249,-34.5906738,"15",CHACARITA,"119",I,"47",I,,,,,,,,
CORRIENTES AV.,"6736",6736 CORRIENTES AV.,-58.4532808,-34.5881331,"15",CHACARITA,"111",V,,,,,,,,,,
SEGUROLA AV.,"233",233 SEGUROLA AV,-58.4851022,-34.6319748,"10",VELEZ SARFIELD,"85",V,"114",I,,,,,,,,
CORRIENTES AV.,"6787",6787 CORRIENTES AV.,-58.4524017,-34.5879208,"15",CHACARITA,"93",V,"108",I,,,,,,,,
DIP. NACIONAL OSVALDO E. BENEDETTI,"295","295 BENEDETTI, OSVALDO E., DIP. NAC.",-58.4818632,-34.6382545,"10",VELEZ SARFIELD,"114",I,,,,,,,,,,
CORRIENTES AV.,"6781",6781 CORRIENTES AV.,-58.453506,-34.5875063,"15",CHACARITA,"19",I,"76",I,,,,,,,,
CORRIENTES AV.,"6735",6735 CORRIENTES AV.,-58.4529334,-34.5877282,"15",CHACARITA,"87",I,"119",V,,,,,,,,
CORRIENTES AV.,"6781",6781 CORRIENTES AV.,-58.453492,-34.5875388,"15",CHACARITA,"176",I,"39",V,,,,,,,,
AVELLANEDA AV.,"6",6 AVELLANEDA,-58.4305779,-34.6110816,"6",CABALLITO,"65",V,,,,,,,,,,
MAURE,"4173",4173 MAURE,-58.4525283,-34.5876257,"15",CHACARITA,"39",,,,,,,,,,,
FEDERICO LACROZE AV.,"4126","4126 LACROZE, FEDERICO AV.",-58.4544806,-34.5861674,"15",CHACARITA,"44",I,"65",I,,,,,,,,
FEDERICO LACROZE AV.,"4168","4168 LACROZE, FEDERICO AV.",-58.4548018,-34.586713,"15",CHACARITA,"63",V,,,,,,,,,,
FEDERICO LACROZE AV.,"4198","4198 LACROZE, FEDERICO AV.",-58.4548229,-34.5867343,"15",CHACARITA,"39",,,,,,,,,,,
RICARDO GUTIERREZ,"3228","3228 GUTIERREZ, RICARDO",-58.4955813,-34.6017985,"11",VILLA DEL PARQUE,"84",V,,,,,,,,,,
ACOYTE AV.,"371",371 ACOYTE AV.,-58.4376903,-34.6142836,"6",CABALLITO,"42",I,,,,,,,,,,
ACOYTE AV.,"291",291 ACOYTE AV.,-58.437612,-34.6148772,"6",CABALLITO,"84",I,"181",I,,,,,,,,
ACOYTE AV.,"265",265 ACOYTE AV,-58.4376047,-34.6151079,"6",CABALLITO,"135",V,"145",V,,,,,,,,
ACOYTE AV.,"259",259 ACOYTE AV.,-58.4375878,-34.615241,"6",CABALLITO,"55",V,,,,,,,,,,
ACOYTE AV.,"137",137 ACOYTE AV.,-58.4371403,-34.6167744,"6",CABALLITO,"55",V,,,,,,,,,,
CUENCA,"2604",2604 CUENCA,-58.4920438,-34.6054984,"11",VILLA DEL PARQUE,"24",I,,,,,,,,,,
ACOYTE AV.,"91",91 ACOYTE AVE,-58.436963,-34.6171173,"6",CABALLITO,"42",I,"145",V,,,,,,,,
ACOYTE AV.,"67",67 ACOYTE AV.,-58.436768,-34.6175098,"6",CABALLITO,"84",I,"135",V,,,,,,,,
CUENCA,"2210",2210 CUENCA,-58.4882138,-34.6097582,"11",VILLA DEL PARQUE,"135",I,,,,,,,,,,
ACOYTE AV.,"18",18 ACOYTE AV.,-58.4366477,-34.6181392,"6",CABALLITO,"55",I,"145",I,,,,,,,,
ACOYTE AV.,"35",35 ACOYTE AV.,-58.4365721,-34.6178733,"6",CABALLITO,"172",I,"181",I,,,,,,,,
ACOYTE AV.,"412",412 ACOYTE AVE,-58.4379536,-34.6139448,"6",CABALLITO,"42",V,"135",I,,,,,,,,
ACOYTE AV.,"426",426 ACOYTE AV.,-58.43802,-34.613852,"6",CABALLITO,"55",I,"145",I,,,,,,,,
ACOYTE AV.,"668",668 ACOYTE AV.,-58.4391885,-34.611284,"6",CABALLITO,"55",I,"145",I,,,,,,,,
ACOYTE AV.,"773",773 ACOYTE AV.,-58.4398087,-34.6093135,"6",CABALLITO,"135",V,"145",V,,,,,,,,
MIRALLA,"610",610 MIRALLA,-58.5050825,-34.6448702,"9",LINIERS,"47",V,,,,,,,,,,
MIRALLA,"822",822 MIRALLA,-58.5029586,-34.6465691,"9",MATADEROS,"47",V,,,,,,,,,,
BRASIL AV.,"86",86 BRASIL AV.,-58.3657547,-34.6252492,"4",LA BOCA,"130",V,"159",I,,,,,,,,
MENDEZ DE ANDES,"510",510 MENDEZ DE ANDES,-58.4415422,-34.613081,"6",CABALLITO,"84",V,"181",V,,,,,,,,
EMILIO CASTRO AV.,"5181","5181 CASTRO, EMILIO AV.",-58.4980668,-34.6437558,"10",VILLA LURO,"113",I,,,,,,,,,,
MENDEZ DE ANDES,"740",740 MENDEZ DE ANDES,-58.4445925,-34.614252,"6",CABALLITO,"84",V,"181",V,,,,,,,,
EMILIO CASTRO AV.,"5693","5693 Castro, Emilio Av.",-58.5032302,-34.6461729,"9",LINIERS,"4",V,"113",I,,,,,,,,
EMILIO CASTRO AV.,"6091","6091 CASTRO, EMILIO AV.",-58.5075832,-34.6482734,"9",LINIERS,"4",V,"113",I,,,,,,,,
EMILIO CASTRO AV.,"6331","6331 Castro, Emilio Av.",-58.5110157,-34.6498354,"9",LINIERS,"4",V,"113",I,,,,,,,,
EMILIO CASTRO AV.,"6687","6687 CASTRO, EMILIO AV.",-58.5142615,-34.6513487,"9",LINIERS,"113",I,,,,,,,,,,
EMILIO CASTRO AV.,"6991","6991 CASTRO, EMILIO AV.",-58.516991,-34.6525878,"9",LINIERS,"113",I,,,,,,,,,,
MENDEZ DE ANDES,"856",856 MENDEZ DE ANDES,-58.4468395,-34.615143,"6",CABALLITO,"84",V,"181",V,,,,,,,,
NEUQUEN,"1318",1318 NEUQUEN,-58.4535452,-34.6157239,"6",CABALLITO,"84",V,"181",V,,,,,,,,
NEUQUEN,"1508",1508 NEUQUEN,-58.4548857,-34.6157298,"6",CABALLITO,"99",I,"124",V,,,,,,,,
NEUQUEN,"1540",1540 NEUQUEN,-58.4553154,-34.6157593,"6",CABALLITO,"84",V,"181",V,,,,,,,,
GASCON,"689",689 GASCON,-58.4239839,-34.6032036,"5",ALMAGRO,"160",V,"168",I,,,,,,,,
GASCON,"433",433 GASCON,-58.4245345,-34.6065213,"5",ALMAGRO,"26",V,,,,,,,,,,
NEUQUEN,"1528",1528 NEUQUEN,-58.4550573,-34.6157453,"6",CABALLITO,"106",I,,,,,,,,,,
MEDRANO AV.,"18",18 MEDRANO AV.,-58.4211253,-34.6112928,"5",ALMAGRO,"26",I,"127",V,,,,,,,,
GASCON,"279",279 GASCON,-58.4245813,-34.6089308,"5",ALMAGRO,"26",V,"105",I,,,,,,,,
MEDRANO AV.,"218",218 MEDRANO AV.,-58.4215804,-34.6083745,"5",ALMAGRO,"26",I,"90",V,,,,,,,,
MEDRANO AV.,"208",208 MEDRANO,-58.421797,-34.608353,"5",ALMAGRO,"128",I,"160",I,,,,,,,,
MEDRANO AV.,"10",10 MEDRANO AV.,-58.4211099,-34.6113193,"5",ALMAGRO,"128",I,"160",I,,,,,,,,
GASCON,"1259",1259 GASCON,-58.4229956,-34.5956344,"14",PALERMO,"160",V,,,,,,,,,,
MEDRANO AV.,"510",510 MEDRANO AV.,-58.421215,-34.6045681,"5",ALMAGRO,"19",V,,,,,,,,,,
MEDRANO AV.,"416",416 MEDRANO AV.,-58.4213483,-34.6057854,"5",ALMAGRO,"26",I,"151",V,,,,,,,,
GASCON,"1483",1483 GASCON,-58.4226562,-34.5929633,"14",PALERMO,"160",V,,,,,,,,,,
MEDRANO AV.,"416",416 MEDRANO AV.,-58.4213425,-34.6057205,"5",ALMAGRO,"128",I,"160",I,,,,,,,,
GASCON,"1641",1641 GASCON,-58.422224,-34.590986,"14",PALERMO,"160",V,,,,,,,,,,
