CALLE,ALT PLANO,DIRECCION,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen
VIEYTES ,"1670",VIEYTES 1670,-58.37554798,-34.65279434,"4",BARRACAS,"60",I,,,,,,,,,,
VIEYTES ,"1812",VIEYTES 1812,-58.37493584,-34.65452995,"4",BARRACAS,"60",I,,,,,,,,,,
REPUBLICA BOLIVARIANA DE VENEZUELA ,"3772",REPUBLICA BOLIVARIANA DE VENEZUELA 3772,-58.41928859,-34.61759557,"5",ALMAGRO,"160",I,"128",I,,,,,,,,
ALBERTI ,"1014",ALBERTI 1014,-58.4006848,-34.62123306,"3",SAN CRISTOBAL,"129",V,,,,,,,,,,
ALBERTI,"616",ALBERTI 616,-58.40110084,-34.6167407,"3",BALVANERA,"129",V,,,,,,,,,,
NEUQUEN ,"2006",NEUQUEN 2006,-58.46112812,-34.6167342,"7",FLORES,"99",I,"124",V,,,,,,,,
NEUQUEN ,"2010",NEUQUEN 2006,-58.46112812,-34.6167342,"7",FLORES,"84",V,"181",V,,,,,,,,
NEUQUEN,"2014",NEUQUEN 2006,-58.46112812,-34.6167342,"7",FLORES,"106",I,,,,,,,,,,
NEUQUEN ,"504",NEUQUEN 504,-58.43776463,-34.61599481,"6",CABALLITO,"181",V,"172",V,,,,,,,,
BLANCO ENCALADA ,"2910",BLANCO ENCALADA 2910,-58.46399631,-34.56216859,"13",BELGRANO,"107",I,"114",V,,,,,,,,
BLANCO ENCALADA ,"2910",BLANCO ENCALADA 2910,-58.46399631,-34.56216859,"13",BELGRANO,"133",I,,,,,,,,,,
BLANCO ENCALADA ,"2710",BLANCO ENCALADA 2710,-58.46202041,-34.5610008,"13",BELGRANO,"133",I,,,,,,,,,,
BLANCO ENCALADA ,"2456",BLANCO ENCALADA 2456,-58.45973359,-34.55955949,"13",BELGRANO,"133",I,,,,,,,,,,
O'HIGGINS ,"2319",O'HIGGINS 2319,-58.45469584,-34.55777793,"13",BELGRANO,"107",I,,,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","3889","DELLEPIANE, LUIS, TTE. GRAL. 3889",-58.46945726,-34.65343897,"9",PARQUE AVELLANEDA,"193",I,,,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","4253","DELLEPIANE, LUIS, TTE. GRAL. 4253",-58.47140285,-34.65874335,"9",PARQUE AVELLANEDA,"193",I,,,,,,,,,,
"FREIRE, RAMON, CAP. GRAL. ","761","FREIRE, RAMON, CAP. GRAL. 761",-58.44956573,-34.57663821,"13",COLEGIALES,"184",I,,,,,,,,,,
"FREIRE, RAMON, CAP. GRAL. ","993","FREIRE, RAMON, CAP. GRAL. 993",-58.45247203,-34.57533203,"13",COLEGIALES,"184",I,,,,,,,,,,
"FREIRE, RAMON, CAP. GRAL. ","1187","FREIRE, RAMON, CAP. GRAL. 1187",-58.45488897,-34.57405713,"13",COLEGIALES,"184",I,,,,,,,,,,
"FREIRE, RAMON, CAP. GRAL. ","1393","FREIRE, RAMON, CAP. GRAL. 1393",-58.45663382,-34.5731248,"13",COLEGIALES,"168",I,"151",I,,,,,,,,
"FREIRE, RAMON, CAP. GRAL. ","1393","FREIRE, RAMON, CAP. GRAL. 1393",-58.45663382,-34.5731248,"13",COLEGIALES,"184",I,,,,,,,,,,
"FREIRE, RAMON, CAP. GRAL. ","1557","FREIRE, RAMON, CAP. GRAL. 1557",-58.45859,-34.572044,"13",COLEGIALES,"168",I,"151",I,,,,,,,,
"FREIRE, RAMON, CAP. GRAL. ","1557","FREIRE, RAMON, CAP. GRAL. 1557",-58.45892772,-34.57186183,"13",COLEGIALES,"184",I,,,,,,,,,,
CARRASCO AV. ,"210",CARRASCO AV. 210,-58.48971367,-34.63365536,"10",VELEZ SARFIELD,"107",V,,,,,,,,,,
GRIVEO,"2291",GRIVEO 2291,-58.496821,-34.580165,"12",VILLA PUEYRREDON,"114",I,,,,,,,,,,
PARAGUAY,"1389",MORENO 1389,-58.385982,-34.611944,"1",RETIRO,"103",I,,,,,,,,,,
RIVADAVIA AV.,,RIVADAVIA AV. 9281,-58.49481,-34.636681,"10",VILLA LURO,"136",I,"163",,,,,,,,,
FRANCISCO BEIRO AV.,"5740",FRANCISCO BEIRO AV. 5740,-58.529475,-34.617478,"10",VILLA REAL,"146",V,"80",V,,,,,,,,
CONGRESO AV.,"5887",CONGRESO AV. 5887,-58.4993959,-34.5745673,"12",VILLA URQUIZA,"169",I,"140",I,,,,,,,,
CONGRESO AV.,"5940",CONGRESO AV. 5940,-58.499794,-34.5748972,"12",VILLA URQUIZA,"140",V,"169",V,,,,,,,,
PERITO MORENO AV.,"1600",PERITO MORENO AV. 1600,-58.4296573,-34.6501176,"4",NUEVA POMPEYA,"46",I,,,,,,,,,,
MARIANO ACOSTA,"2600",2600 MARIANO ACOSTA,-58.4523045,-34.6575642,"8",VILLA SOLDATI,"46",I,,,,,,,,,,
MARIANO ACOSTA,"2100",2100 MARIANO ACOSTA,-58.459045,-34.652289,"7",FLORES,"46",I,,,,,,,,,,
JUAN DE GARAY AV.,"1795",JUAN DE GARAY AV. 1795,-58.39012814,-34.62716787,"1",CONSTITUCION,"143",I,"133",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"882",MANUEL MONTES DE OCA AV. 882,-58.374531,-34.6383485,"4",BARRACAS,"133",I,"154",V,,,,,,,,
"POMAR, GREGORIO Tte. Cnel.","3791","POMAR, GREGORIO Tte. Cnel. 3791",-58.415965,-34.640319,"4",NUEVA POMPEYA,"133",I,,,,,,,,,,
"POMAR, GREGORIO Tte. Cnel.","3975","POMAR, GREGORIO Tte. Cnel. 3975",-58.41794654,-34.64062705,"4",NUEVA POMPEYA,"133",I,,,,,,,,,,
PERITO MORENO AV.,"2401",PERITO MORENO AV 2401,-58.4442442,-34.6507754,"7",FLORES,"193",I,,,,,,,,,,
SAN MARTIN AV.,"1321",SAN MARTIN AV. 1321,-58.447808,-34.607136,"15",VILLA CRESPO,"146",I,,,,,,,,,,
SAN MARTIN AV.,"1625",SAN MARTIN AV. 1625,-58.452657,-34.606011,"15",CABALLITO,"146",I,"24",V,,,,,,,,
EVA PERON AV.,"6587",AV EVA PERON 6587,-58.493508,-34.667791,"9",MATADEROS,"180",I,,,,,,,,,,
EVA PERON AV.,"6581",AV EVA PERON 6581,-58.493454,-34.667729,"9",MATADEROS,"97",I,"103",I,,,,,,,,
20 DE SEPTIEMBRE,"312",20 DE SETIEMBRE 312,-58.3626047,-34.62969488,"4",LA BOCA,"168",V,,,,,,,,,,
MINISTRO BRIN,"689","BRIN, MINISTRO 689",-58.35950097,-34.63010199,"4",LA BOCA,"168",V,,,,,,,,,,
MINISTRO BRIN,"989","BRIN, MINISTRO 989",-58.35719634,-34.63236303,"4",LA BOCA,"168",V,,,,,,,,,,
LISANDRO DE LA TORRE,"3806","DE LA TORRE, LISANDRO 3806",-58.48366989,-34.6757882,"8",VILLA LUGANO,"5",I,,,,,,,,,,
LISANDRO DE LA TORRE,"3606","DE LA TORRE, LISANDRO 3606",-58.48626104,-34.67362399,"8",VILLA LUGANO,"5",I,,,,,,,,,,
SANTANDER,"5802",SANTANDER 5802,-58.48440316,-34.67179417,"8",VILLA LUGANO,"5",I,,,,,,,,,,
SANTANDER,"5606",SANTANDER 5606,-58.48272153,-34.67031274,"8",VILLA LUGANO,"5",I,,,,,,,,,,
SANTANDER,"5406",SANTANDER 5406,-58.48036469,-34.66828347,"8",VILLA LUGANO,"5",I,,,,,,,,,,
SANTANDER,"5212",SANTANDER 5212,-58.4788041,-34.66698094,"8",VILLA LUGANO,"5",I,,,,,,,,,,
SANTANDER,"5042",SANTANDER 5042,-58.47733434,-34.66575581,"8",VILLA LUGANO,"5",I,,,,,,,,,,
SANTANDER,"4812",SANTANDER 4812,-58.4756319,-34.66433237,"8",VILLA LUGANO,"5",I,,,,,,,,,,
CRISOSTOMO ALVAREZ,"4791","ALVAREZ, CRISOSTOMO 4791",-58.47649576,-34.66317691,"8",VILLA LUGANO,"5",I,,,,,,,,,,
CRISOSTOMO ALVAREZ,"4997","ALVAREZ, CRISOSTOMO 4997",-58.47807889,-34.66453233,"8",VILLA LUGANO,"5",I,,,,,,,,,,
MIRALLA,"1306",MIRALLA 1306,-58.49723863,-34.65101029,"9",MATADEROS,"47",V,,,,,,,,,,
MIRALLA,"2860",MIRALLA 2860,-58.4794788,-34.66487039,"8",VILLA LUGANO,"5",I,,,,,,,,,,
MIRALLA,"2306",MIRALLA 2306,-58.48599324,-34.65979068,"9",MATADEROS,"5",I,,,,,,,,,,
MIRALLA,"2106",MIRALLA 2106,-58.48850613,-34.65783559,"9",MATADEROS,"5",I,,,,,,,,,,
GRAL. EUGENIO GARZON AV.,"5302",5302 GRAL. EUGENIO GARZON AV.,-58.48954394,-34.65478418,"9",MATADEROS,"5",I,,,,,,,,,,
GRAL. EUGENIO GARZON AV.,"5042",5042 GRAL. EUGENIO GARZON AV.,-58.48731277,-34.65288973,"9",MATADEROS,"5",I,,,,,,,,,,
GRAL. EUGENIO GARZON AV.,"5097",5097 GRAL. EUGENIO GARZON AV.,-58.48785889,-34.65309395,"9",MATADEROS,"5",V,,,,,,,,,,
GRAL. EUGENIO GARZON AV.,"5299",5299 GRAL. EUGENIO GARZON AV.,-58.4894409,-34.65443904,"9",MATADEROS,"5",V,,,,,,,,,,
GRAL. EUGENIO GARZON AV.,"3908",3908 GRAL. EUGENIO GARZON AV.,-58.47611457,-34.64278509,"9",PARQUE AVELLANEDA,"7",V,,,,,,,,,,
ALBARIÑ,"1997",ALBARIÑO 199,-58.48905924,-34.65617532,"9",MATADEROS,"5",V,,,,,,,,,,
ALBARIÑ,"2849",ALBARIÑO 284,-58.47909153,-34.66399777,"8",VILLA LUGANO,"5",V,,,,,,,,,,
CRISOSTOMO ALVAREZ,"4706","ALVAREZ, CRISOSTOMO 4706",-58.47587192,-34.66280976,"8",VILLA LUGANO,"5",V,,,,,,,,,,
CRISOSTOMO ALVAREZ,"4500","ALVAREZ, CRISOSTOMO 4500",-58.47421372,-34.66135134,"9",PARQUE AVELLANEDA,"5",V,,,,,,,,,,
SANTANDER,"4797",SANTANDER 4797,-58.47540845,-34.66398223,"8",VILLA LUGANO,"5",V,,,,,,,,,,
SANTANDER,"5099",SANTANDER 5099,-58.47785801,-34.66603011,"8",VILLA LUGANO,"5",V,,,,,,,,,,
SANTANDER,"5299",SANTANDER 5299,-58.47944513,-34.66735852,"8",VILLA LUGANO,"5",V,,,,,,,,,,
SANTANDER,"5695",SANTANDER 5695,-58.48348548,-34.67081475,"8",VILLA LUGANO,"5",V,,,,,,,,,,
LISANDRO DE LA TORRE,"3787","DE LA TORRE, LISANDRO 3787",-58.48476896,-34.67502659,"8",VILLA LUGANO,"5",V,,,,,,,,,,
LARRAYA,"2097",LARRAYA 2097,-58.49359651,-34.65781574,"9",MATADEROS,"117",I,,,,,,,,,,
LARRAYA,"2957",LARRAYA 2957,-58.48371961,-34.66551343,"8",VILLA LUGANO,"117",I,,,,,,,,,,
LARRAYA,"3191",LARRAYA 3191,-58.48048511,-34.66802539,"8",VILLA LUGANO,"117",I,,,,,,,,,,
LARRAYA,"3399",LARRAYA 3399,-58.47839283,-34.66965825,"8",VILLA LUGANO,"117",I,,,,,,,,,,
TUYUTI,"6902",TUYUTI 6902,-58.5206569,-34.6445289,"9",LINIERS,"117",I,,,,,,,,,,
RIVADAVIA AV.,"6708",RIVADAVIA AV. 6708,-58.460212,-34.628173,"7",FLORES,"136",V,"163",V,,,,,,,,
"CALLE INTERNA PABELLON 1, C.U.",,"CALLE INTERNA, PABELLÓN 1, C.U",-58.4393648,-34.5453335,"13",BELGRANO,"107",I,"34",,,,,,,,,
"CALLE INTERNA PABELLON 1, C.U.",,"CALLE INTERNA, PABELLÓN 1, C.U",-58.43963,-34.54545,"13",BELGRANO,"107",,"160",,"166",I,,,,,,
" CHILAVERT, MARTINIANO, CORONEL","6891","CHILAVERT, MARTINIANO, CORONEL 6891",-58.479545,-34.689176,"8",VILLA RIACHUELO,"143",I,,,,,,,,,,
SAN JUAN AV.,"2074",SAN JUAN AV. 2074,-58.394528,-34.62298,"3",SAN CRISTOBAL,"129",I,,,,,,,,,,
SAN JUAN AV.,"2052",SAN JUAN AV. 2052,-58.394356,-34.623007,"3",SAN CRISTOBAL,"53",V,"126",V,,,,,,,,
VEDIA,"2936",2936 VEDIA,-58.480562,-34.541901,"12",SAAVEDRA,"28",I,"21",I,,,,,,,,
VEDIA,"2930",2930 VEDIA,-58.480515,-34.541987,"12",SAAVEDRA,"60",V,"117",V,,,,,,,,
MCAL. ANTONIO JOSE DE SUCRE,"4679","4679 SUCRE, ANTONIO JOSE DE, MCAL.",-58.476461,-34.576231,"12",VILLA URQUIZA,"113",I,,,,,,,,,,
MCAL. ANTONIO JOSE DE SUCRE,"4497","4497 SUCRE, ANTONIO JOSE DE, MCAL.",-58.475284,-34.575674,"12",VILLA URQUIZA,"113",I,,,,,,,,,,
MCAL. ANTONIO JOSE DE SUCRE,"4187","4187 SUCRE, ANTONIO JOSE DE, MCAL.",-58.472542,-34.573882,"12",VILLA URQUIZA,"113",I,,,,,,,,,,
MCAL. ANTONIO JOSE DE SUCRE,"3997","3997 SUCRE, ANTONIO JOSE DE, MCAL.",-58.470645,-34.572875,"12",VILLA URQUIZA,"113",I,,,,,,,,,,
MCAL. ANTONIO JOSE DE SUCRE,"3797","3797 SUCRE, ANTONIO JOSE DE, MCAL.",-58.470645,-34.572875,"12",VILLA URQUIZA,"113",I,,,,,,,,,,
MCAL. ANTONIO JOSE DE SUCRE,"3585","3585 SUCRE, ANTONIO JOSE DE, MCAL.",-58.466521,-34.570632,"13",BELGRANO,"113",I,,,,,,,,,,
CASTRO,"2106",2106 CASTRO,-58.418923,-34.637366,"5",BOEDO,"75",V,"160",V,,,,,,,,
CASTRO,"1918",1918 CASTRO,-58.419293,-34.635852,"5",BOEDO,"75",V,"160",V,,,,,,,,
RICARDO GUTIERREZ,"3610","3610 GUTIERREZ, RICARDO",-58.502697,-34.602308,"11",VILLA DEL PARQUE,"84",V,,,,,,,,,,
JURAMENTO AV.,"2835",JURAMENTO AV. 2835,-58.460864,-34.56422,"13",BELGRANO,"113",I,,,,,,,,,,
MELIAN AV.,"2110",2110 MELIAN AV.,-58.468243,-34.568622,"13",BELGRANO,"19",V,,,,,,,,,,
QUINTINO BOCAYUVA,"1106",1106 QUINTINO BOCAYUVA,-58.421308,-34.626409,"5",BOEDO,"181",I,,,,,,,,,,
COMBATIENTES DE MALVINAS AV.,"3602",3602 COMBATIENTES DE MALVINAS AV.,-58.477377,-34.577926,"12",VILLA URQUIZA,"113",I,,,,,,,,,,
COMBATIENTES DE MALVINAS AV.,"3410",3410 COMBATIENTES DE MALVINAS AV.,-58.476062,-34.579604,"15",VILLA ORTUZA,"113",I,   ,,,,,,,,,
CASTAÑARES AV,"1191",1191 CASTAÑARES AV,-58.435175,-34.63572,"7",PARQUE CHACABUCO,"42",V,,,,,,,,,,
CASTAÑARES AV,"2193",2193 CASTAÑARES AV,-58.445255,-34.643309,"7",FLORES,"26",I,,,,,,,,,,
CASTAÑARES AV,"2112",2112 CASTAÑARES AV,-58.444435,-34.643042,"7",FLORES,"26",V,,,,,,,,,,
AZUCENA VILLAFLOR,"699","VILLAFLOR, AZUCENA 699",-58.35932,-34.612483,"1",PUERTO MADERO,"2",V,,,,,,,,,,
AZUCENA VILLAFLOR,"435","VILLAFLOR, AZUCENA 435",-58.36192,-34.612352,"1",PUERTO MADERO,"2",V,,,,,,,,,,
JOSE A. CABRERA,"5887","5887 CABRERA, JOSE A.",-58.441062,-34.58348,"14",PALERMO,"108",I,,,,,,,,,,
MONTIEL,"3885",3885 MONTIEL,-58.492775,-34.676982,"8",VILLA LUGANO,"50",V,,,,,,,,,,
SANCHEZ DE LORIA,"2174",2174 SANCHEZ DE LORIA,-58.4105,-34.635914,"4",PARQUE PATRICIOS,"31",V,"75",V,,,,,,,,
LISANDRO DE LA TORRE AV.,"5232",LISANDRO DE LA TORRE AV. 5232,-58.467269,-34.688699,"8",VILLA LUGANO,"150",I,,,,,,,,,,
LISANDRO DE LA TORRE AV.,"5038",LISANDRO DE LA TORRE AV. 5038,-58.469428,-34.687009,"8",VILLA LUGANO,"151",I,,,,,,,,,,
AV. CALABRIA,"1300",1300 AV. CALABRIA,-58.357927,-34.617608,"1",PUERTO MADERO,"2",I,,,,,,,,,,
AV. CALABRIA,"1400",1400 AV. CALABRIA,-58.357776,-34.614491,"1",PUERTO MADERO,"2",I,,,,,,,,,,
RIO CUARTO,"1532",1532 RIO CUARTO,-58.37074,-34.648438,"4",BARRACAS,"93",V,,,,,,,,,,
PIEDRA BUENA AV.,"3250",PIEDRA BUENA AV. 3250,-58.494131,-34.671613,"8",VILLA LUGANO,"80",V,"145",V,,,,,,,,
PIEDRA BUENA AV.,"3279",PIEDRA BUENA AV. 3279,-58.493741,-34.672216,"8",VILLA LUGANO,"80",I,"145",I,,,,,,,,
PIEDRA BUENA AV.,"3283",PIEDRA BUENA AV. 3283,-58.494428,-34.672265,"8",VILLA LUGANO,"50",V,"185",V,,,,,,,,
VEDIA,"3414",3414 VEDIA,-58.485765,-34.544232,"12",SAAVEDRA,"21",I,"28",I,,,,,,,,
DIRECTORIO AV.,"5099",5099 DIRECTORIO AV.,-58.491854,-34.651034,"9",MATADEROS,"104",,,,,,,,,,,
EJE G,,EJE G,-58.381187,-34.580375,"1",RETIRO,"33",V,"45",V,,,,,,,,
EMILIO CASTRO AV.,"7195",7195 EMILIO CASTRO AV.,-58.519185,-34.653541,"9",LINIERS,"113",I,,,,,,,,,,
PIEDRA BUENA AV.,"5291",5291 PIEDRA BUENA AV.,-58.470816,-34.691042,"8",VILLA RIACHUELO,"145",I,,,,,,,,,,
NAZCA AV.,"506",506 NAZCA AV.,-58.471868,-34.626213,"7",FLORES,"63",I,,,,,,,,,,
NAZCA AV.,"2067",Av. Nazca 2067,-58.481861,-34.610697,"11",VILLA SANTA RITA,"110",I,"134",V,,,,,,,,
LA PLATA AV.,"2791",2791 LA PLATA AV.,-58.419424,-34.647141,"4",NUEVA POMPEYA,"15",V,,,,,,,,,,
BERON DE ASTRADA,"6340",6340 BERON DE ASTRADA,-58.466961,-34.691878,"8",VILLA RIACHUELO,"145",I,"80",I,,,,,,,,
PREFECTURA NAVAL ARGENTINA,,PREFECTURA NAVAL ARGENTINA,-58.377212,-34.582994,"1",VILLA RIACHUELO,"33",V,"45",V,,,,,,,,
PREFECTURA NAVAL ARGENTINA,"90",PREFECTURA NAVAL ARGENTINA,-58.377281,-34.583091,"1",VILLA LUGANO,"143",V,,,,,,,,,,
JUFRE,"210",210 JUFRE,-58.431239,-34.597271,"15",VILLA CRESPO,"145",I,,,,,,,,,,
ESCALADA AV.,"3125",3125 ESCALADA AV.,-58.46762682,-34.66671886,"8",VILLA LUGANO,"145",I,,,,,,,,,,
GUAMINI,"5608",5608 GUAMINI,-58.464156,-34.669385,"8",VILLA LUGANO,"145",V,,,,,,,,,,
GUAMINI,"5304",5304 GUAMINI,-58.472258,-34.690984,"8",VILLA RIACHUELO,"145",V,,,,,,,,,,
PRES. RAMON CASTILLO AV.,"1202","1202 CASTILLO, RAMON S., PRES. AV.",-58.381062,-34.579962,"1",RETIRO,"33",I,"45",I,,,,,,,,
PRES. RAMON CASTILLO AV.,"1208","1208 CASTILLO, RAMON S., PRES. AV.",-58.381062,-34.579962,"1",RETIRO,"143",I,,,,,,,,,,
SOLDADO DE LA FRONTERA AV.,"5061",5061 SOLDADO DE LA FRONTERA AV.,-58.465093,-34.683813,"8",VILLA LUGANO,"91",V,"150",I,,,,,,,,
ESTADOS UNIDOS,"3010",3010 ESTADOS UNIDOS,-58.407723,-34.620905,"3",SAN CRISTOBAL,"23",I,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"781","781 SCALABRINI ORTIZ, RAUL AV.",-58.433434,-34.596743,"15",VILLA CRESPO,"57",V,"110",V,,,,,,,,
PREFECTURA NAVAL ARGENTINA,,PREFECTURA NAVAL ARGENTINA,-58.377056,-34.583131,"1",RETIRO,"132",I,,,,,,,,,,
EJE G,,EJE G,-58.38119,-34.58038,"1",RETIRO,"143",V,,,,,,,,,,
OSVALDO CRUZ AV.,"2000","2000 CRUZ, OSVALDO",-58.373761,-34.651716,"4",BARRACAS,"60",I,,,,,,,,,,
GRAL. EUGENIO GARZON AV.,"5302",5302 GRAL. EUGENIO GARZON AV.,-58.489373,-34.654932,"9",MATADEROS,"5",I,,,,,,,,,,
GRAL. EUGENIO GARZON AV.,"5299",5299 GRAL. EUGENIO GARZON AV.,-58.48944,-34.654434,"9",MATADEROS,"5",V,,,,,,,,,,
GRAL. EUGENIO GARZON AV.,"5097",5097 GRAL. EUGENIO GARZON AV.,-58.487964,-34.653014,"9",MATADEROS,"5",V,,,,,,,,,,
GRAL. EUGENIO GARZON AV.,"5042",5042 GRAL. EUGENIO GARZON AV.,-58.487312,-34.652885,"9",MATADEROS,"5",I,,,,,,,,,,
GRAL. EUGENIO GARZON AV.,"4879",4879 GRAL. EUGENIO GARZON AV.,-58.48617,-34.651486,"9",MATADEROS,"5",V,,,,,,,,,,
GRAL. EUGENIO GARZON AV.,"4806",4806 GRAL. EUGENIO GARZON AV.,-58.485092,-34.651011,"9",MATADEROS,"5",I,,,,,,,,,,
CRISOLOGO LARRALDE AV.,"4189","4189 LARRALDE, CRISOLOGO AV.",-58.484224,-34.557473,"12",SAAVEDRA,"71",V,,,,,,,,,,
TRAFUL,"3597",3597 TRAFUL,-58.411324,-34.650588,"4",NUEVA POMPEYA,"188",I,,,,,,,,,,
RIESTRA AV.,"6316",6316 RIESTRA AV.,-58.480091,-34.681761,"8",VILLA LUGANO,"80",V,"143",V,,,,,,,,
BALBASTRO,"2891",BALBASTRO 2891,-58.455806,-34.647013,"7",FLORES,"76",I,,,,,,,,,,
RIVADAVIA AV.,"6160",6160 RIVADAVIA AV.,-58.453052,-34.625725,"6",CABALLITO,"53",V,"55",V,,,,,,,,
LAVARDEN,"330",330 LAVARDEN,-58.400538,-34.64072,"4",PARQUE PATRICIOS,"118",V,,,,,,,,,,
LAVARDEN,"430",430 LAVARDEN,-58.400708,-34.642425,"4",PARQUE PATRICIOS,"118",V,,,,,,,,,,
LOS PATOS,"2710",2710 LOS PATOS,-58.399319,-34.639704,"4",PARQUE PATRICIOS,"118",V,,,,,,,,,,
USPALLATA,"2471",2471 USPALLATA,-58.39626,-34.637814,"4",PARQUE PATRICIOS,"118",I,,,,,,,,,,
MONASTERIO,"310",310 MONASTERIO,-58.394596,-34.639023,"4",PARQUE PATRICIOS,"118",I,,,,,,,,,,
MONASTERIO,"502",502 MONASTERIO,-58.393722,-34.641669,"4",PARQUE PATRICIOS,"118",I,,,,,,,,,,
AMANCIO ALCORTA AV.,"2102","2102 ALCORTA, AMANCIO AV.",-58.391675,-34.641128,"4",PARQUE PATRICIOS,"118",I,,,,,,,,,,
SUAREZ,"3590",3590 SUAREZ,-58.400558,-34.646652,"4",PARQUE PATRICIOS,"118",I,"90",I,,,,,,,,
CORRIENTES AV.,"12",12 CORRIENTES AV.,-58.368404,-34.602921,"1",SAN NICOLAS,"140",v,"180",v,,,,,,,,
LAVARDEN ,"810",810 LAVARDEN,-58.399902,-34.646034,"4",PARQUE PATRICIOS,"118",V,"90",V,,,,,,,,
SUAREZ,"3420",3420 SUAREZ,-58.39715,-34.646204,"4",PARQUE PATRICIOS,"118",I,"90",I,,,,,,,,
SUAREZ,"3395",3395 SUAREZ,-58.397604,-34.645928,"4",PARQUE PATRICIOS,"118",V,"90",V,,,,,,,,
SUAREZ,"3155",3155 SUAREZ,-58.394944,-34.644663,"4",PARQUE PATRICIOS,"118",V,"90",V,,,,,,,,
SUAREZ,"3150",3150 SUAREZ,-58.395203,-34.645402,"4",PARQUE PATRICIOS,"118",I,"90",I,,,,,,,,
SUAREZ,"3095",3095 SUAREZ,-58.39277,-34.644133,"4",PARQUE PATRICIOS,"118",V,"90",V,,,,,,,,
LAVARDEN,"640",640 LAVARDEN,-58.392297,-34.643534,"4",PARQUE PATRICIOS,"118",I,,,,,,,,,,
NOGOYA,"2931",2931 NOGOYA,-58.490286,-34.601768,"11",VILLA DEL PARQUE,"47",I,,,,,,,,,,
RIVADAVIA AV.,"6106",6106 RIVADAVIA AV.,-58.452028,-34.625157,"6",CABALLITO,"8",V,"86",V,,,,,,,,
NAZCA AV.,"2614",2606 NAZCA AV.,-58.48656,-34.605671,"11",VILLA DEL PARQUE,"110",V,"134",I,,,,,,,,
GUAMINI,"5304",5304 GUAMINI,-58.472258,-34.690984,"8",VILLA RIACHUELO,"145",V,,,,,,,,,,
GUAMINI,"5608",5608 GUAMINI,-58.46877,-34.693754,"8",VILLA RIACHUELO,"145",V,,,,,,,,,,
SARMIENTO AV.,"2815",2815 SARMIENTO AV.,-58.417652,-34.577898,"14",PALERMO,"37",V,"67",V,,,,,,,,
PERITO MORENO AV.,"3790",3790 PERITO MORENO AV.,-58.463344,-34.650022,"7",FLORES,"193",V,,,,,,,,,,
PERITO MORENO AV.,"3750",3750 PERITO MORENO AV.,-58.46295324,-34.65029759,"7",FLORES,"7",V,,,,,,,,,,
PERITO MORENO AV.,"3720",3720 PERITO MORENO AV.,-58.462597,-34.650091,"7",FLORES,"86",V,,,,,,,,,,
PERITO MORENO AV.,"3770",3770 PERITO MORENO AV.,-58.463131,-34.650042,"7",FLORES,"7",I,,,,,,,,,,
PERITO MORENO AV.,"3740",3740 PERITO MORENO AV.,-58.462811,-34.650071,"7",FLORES,"86",I,,,,,,,,,,
PERITO MORENO AV.,"3780",3780 PERITO MORENO AV.,-58.463238,-34.650032,"7",FLORES,"50",I,"50",V,,,,,,,,
PERITO MORENO AV.,"3745",3745 PERITO MORENO AV.,-58.462864,-34.650066,"7",FLORES,"193",I,"114",I,,,,,,,,
MARIANO ACOSTA,"1823",1823 MARIANO ACOSTA,-58.462372,-34.649856,"7",FLORES,"46",V,,,,,,,,,,
"CALLE INTERNA PABELLON 1, C.U.",,"GUIRALDES, INT. & CANTILO, INT.",-58.4393688,-34.5453334,"13",BELGRANO,"107",,"160",,"166",V,,,,,,
"CALLE INTERNA PABELLON 2, C.U.",,"CALLE INTERNA, PABELLÓN 2, C.U",-58.442991,-34.5428217,"13",BELGRANO,"107",,"160",,"166",,,,,,,
"CALLE INTERNA PABELLON 3, C.U.",,"CALLE INTERNA, PABELLÓN 3, C.U",-58.4449927,-34.5421656,"13",BELGRANO,"107",,"160",,"166",,,,,,,
PUEYRREDON AV.,"1664",1664 AV PUEYRREDON,-58.401306,-34.5919,"2",RECOLETA,"62",I,"41",V,"118",V,,,,,,
VIRREY VERTIZ AV.,"1835",1835 VERTIZ VIRREY AV.,-58.447179,-34.560225,"13",BELGRANO,"118",I,"15",I,,,,,,,,
JURAMENTO AV.,"1751",1751 JURAMENTO AV.,-58.450635,-34.558518,"13",BELGRANO,"80",V,"114",V,,,,,,,,
JURAMENTO AV.,"1761",1761 JURAMENTO AV.,-58.450956,-34.558652,"13",BELGRANO,"63",V,"113",V,,,,,,,,
VIRREY VERTIZ AV.,"1861",1861 VERTIZ VIRREY AV.,-58.447958,-34.559914,"13",BELGRANO,"55",V,"64",V,,,,,,,,
VIRREY VERTIZ AV.,"1995",1995 VERTIZ VIRREY AV.,-58.449116,-34.559185,"13",BELGRANO,"29",I,"60",I,,,,,,,,
VIRREY VERTIZ AV.,"1965",1965 VERTIZ VIRREY AV.,-58.448902,-34.559318,"13",BELGRANO,"55",V,"64",I,,,,,,,,
